behavior,n_steps,total_distance_km,total_cost,mean_edge_distance_km,sum_w_cost,sum_c_cost,sum_d_cost,sum_f_cost,a_wind,b_crosswind,c_distance,d_food,status
behavior_147,159,19123.555065773577,3970.844614822575,120.27393123128036,5813.414984722697,4359.11915646393,7949.810689427035,1934.136974101778,0.4,0.2,0.0,0.4,ok
behavior_026,141,17141.507483015805,4000.783948688383,121.57097505684968,8434.018182111075,3842.6502394701038,7049.8321208126545,2634.3935718445223,0.0,0.4,0.2,0.4,ok
behavior_049,158,19016.69730039507,4004.6160896922315,120.35884367338652,5878.1452932688135,4322.413178300331,7899.811880059569,1944.713097386736,0.1,0.2,0.2,0.5,ok
behavior_091,159,19148.305845089395,4029.5622654743865,120.4295965099962,5866.945773919761,4182.7146646027195,7949.810689427035,2015.9441059172848,0.2,0.3,0.1,0.4,ok
behavior_128,159,19148.305845089395,4037.9528297922006,120.4295965099962,5866.945773919761,4182.7146646027195,7949.810689427035,2015.9441059172848,0.3,0.4,0.0,0.3,ok
behavior_068,155,18632.184134743555,4056.046701190096,120.20763957899068,5974.158220086298,4085.2378682954727,7749.815451957173,2136.7679994600458,0.1,0.5,0.1,0.3,ok
behavior_135,159,19124.33404801309,4056.8703694538876,120.27883049064836,5722.392139716913,4662.70097398343,7949.810689427035,1945.8648892488375,0.4,0.0,0.1,0.5,ok
behavior_167,159,19137.5291691263,4099.015400479535,120.36181867375032,5430.971652205045,5041.934584950697,7949.810689427035,2198.340289704853,0.5,0.1,0.0,0.4,ok
behavior_033,139,16955.411671270518,4117.949709080068,121.98137893000373,8304.143507429304,3829.8456699622134,6949.834502077723,2710.1999122780594,0.0,0.5,0.2,0.3,ok
behavior_182,159,19127.85592450577,4129.6997844057005,120.300980657269,5395.653199454772,5237.163709690352,7949.810689427035,2230.7696618320933,0.6,0.0,0.0,0.4,ok
behavior_078,157,18892.280252012824,4152.805289332698,120.33299523575047,5794.578248150122,4356.857516765937,7849.813070692104,1976.4825477753152,0.2,0.1,0.2,0.5,ok
behavior_013,138,16855.428437150553,4175.836409407171,122.14078577645328,8150.234850575157,3920.420447526627,6899.835692710258,2643.6032241775324,0.0,0.2,0.3,0.5,ok
behavior_118,159,19123.555065773577,4184.48418529301,120.27393123128036,5813.414984722697,4359.11915646393,7949.810689427035,1934.136974101778,0.3,0.2,0.1,0.4,ok
behavior_152,159,19149.595584801194,4203.183322290482,120.43770808051066,5840.345948226951,4207.153929326277,7949.810689427035,2016.329214006062,0.4,0.3,0.0,0.3,ok
behavior_056,156,18773.222177984095,4227.321146331176,120.34116780759035,5915.965507536673,4131.2084847059705,7799.814261324638,2090.997994751971,0.1,0.3,0.2,0.4,ok
behavior_097,155,18615.53023878155,4239.126833460454,120.10019508891322,5909.187086874535,4090.0029015983678,7749.815451957173,2154.3557008349403,0.2,0.4,0.1,0.3,ok
behavior_132,158,19008.684583988015,4242.503521529518,120.30813027840516,5891.235129063131,4107.728330899008,7899.811880059569,2106.344086805378,0.3,0.5,0.0,0.2,ok
behavior_105,157,18892.6212604227,4273.818954316372,120.33516726383885,5718.716887634309,4634.269448663261,7849.813070692104,1976.4825477753152,0.3,0.0,0.2,0.5,ok
behavior_020,137,16731.07579009479,4300.21573611333,122.12464080361161,8058.395311808977,3892.600974356605,6849.836883342792,2693.710947008772,0.0,0.3,0.3,0.4,ok
behavior_142,157,18892.582336661355,4324.033353257645,120.33491934179207,5738.2967471856955,4531.40328204029,7849.813070692104,1976.4825477753152,0.4,0.1,0.1,0.4,ok
behavior_043,156,18762.35950963381,4355.023075578037,120.27153531816545,5824.952570062604,4335.4010995358485,7799.814261324638,1998.086860441595,0.1,0.1,0.3,0.5,ok
behavior_172,159,19123.58071319519,4358.591671318223,120.27409253581881,5809.293083817651,4368.520185894313,7949.810689427035,1934.136974101778,0.5,0.2,0.0,0.3,ok
behavior_162,157,18906.227260676376,4381.636858198753,120.4218296858368,5400.762411556373,5104.604594240157,7849.813070692104,2240.685863378391,0.5,0.0,0.1,0.4,ok
behavior_007,126,15459.606396666528,4383.472236505869,122.69528886243276,6984.869789469289,4380.883144172795,6299.849980300671,2850.8878599366335,0.0,0.1,0.4,0.5,ok
behavior_085,157,18891.834061133297,4390.533946065376,120.3301532556261,5805.903230074898,4343.988334009231,7849.813070692104,1976.4825477753152,0.2,0.2,0.2,0.4,ok
