square_rows,h3_rows,square_mean_area_km2,square_min_area_km2,square_max_area_km2,h3_avg_area_km2,h3_to_square_mean_area_ratio
64800,38849,7871.387052050491,107.8965336551702,12363.718145180046,12393.43465508816,1.5744918364622509
