route_name,point_index,lon,lat
start_83eea8fffffffff_end_83074dfffffffff,91,10.750071469195348,-17.563183189236995
start_83eea8fffffffff_end_83074dfffffffff,92,10.319923920852892,-16.521797673110164
start_83eea8fffffffff_end_83074dfffffffff,93,10.994748154622584,-15.636405151321425
start_83eea8fffffffff_end_83074dfffffffff,94,10.565961431977122,-14.595956231334693
start_83eea8fffffffff_end_83074dfffffffff,95,11.235965316336276,-13.700411105677553
start_83eea8fffffffff_end_83074dfffffffff,96,11.905516124867384,-12.796787492389642
start_83eea8fffffffff_end_83074dfffffffff,97,11.473787439261264,-11.75968054087751
start_83eea8fffffffff_end_83074dfffffffff,98,11.04778001845215,-10.727954956519309
start_83eea8fffffffff_end_83074dfffffffff,99,9.97089272431765,-10.604266317834192
start_83eea8fffffffff_end_83074dfffffffff,100,9.560491977935415,-9.584143639450676
start_83eea8fffffffff_end_83074dfffffffff,101,9.155618361389791,-8.571235123831803
start_83eea8fffffffff_end_83074dfffffffff,102,8.756200591070872,-7.566240846989059
start_83eea8fffffffff_end_83074dfffffffff,103,7.72343436422191,-7.458629600774237
start_83eea8fffffffff_end_83074dfffffffff,104,7.339186659589923,-6.468707037165434
start_83eea8fffffffff_end_83074dfffffffff,105,6.3310136930915135,-6.367012666963326
start_83eea8fffffffff_end_83074dfffffffff,106,5.337939667918444,-6.264889628968548
start_83eea8fffffffff_end_83074dfffffffff,107,4.978299630031986,-5.298463434644441
start_83eea8fffffffff_end_83074dfffffffff,108,4.623639581212615,-4.342243004326383
start_83eea8fffffffff_end_83074dfffffffff,109,3.665061661240293,-4.254719569115937
start_83eea8fffffffff_end_83074dfffffffff,110,2.721898007509771,-4.167425683679887
start_83eea8fffffffff_end_83074dfffffffff,111,1.7942785657547011,-4.080453606478588
start_83eea8fffffffff_end_83074dfffffffff,112,0.8822964528429041,-3.993889828025064
start_83eea8fffffffff_end_83074dfffffffff,113,-0.013990009652901,-3.907815044219231
start_83eea8fffffffff_end_83074dfffffffff,114,-0.8945552075258728,-3.8223041767355386
start_83eea8fffffffff_end_83074dfffffffff,115,-1.7594041163929477,-3.7374264353794566
start_83eea8fffffffff_end_83074dfffffffff,116,-2.6941511010920807,-3.5031946827604874
start_83eea8fffffffff_end_83074dfffffffff,117,-2.943422880610445,-2.6689833463734787
start_83eea8fffffffff_end_83074dfffffffff,118,-3.893733391423568,-2.3873912037076543
start_83eea8fffffffff_end_83074dfffffffff,119,-4.841381732296544,-2.1058193723541434
start_83eea8fffffffff_end_83074dfffffffff,120,-5.564345343029888,-2.6487196012141494
start_83eea8fffffffff_end_83074dfffffffff,121,-6.298326131141936,-3.198975268280368
start_83eea8fffffffff_end_83074dfffffffff,122,-7.043331440185406,-3.756356374447516
start_83eea8fffffffff_end_83074dfffffffff,123,-8.004188379012435,-3.464173679596197
start_83eea8fffffffff_end_83074dfffffffff,124,-8.959996088068245,-3.172382349625648
start_83eea8fffffffff_end_83074dfffffffff,125,-9.725350931147783,-3.728496896791051
start_83eea8fffffffff_end_83074dfffffffff,126,-9.536745260095367,-4.590935043514
start_83eea8fffffffff_end_83074dfffffffff,127,-10.31899790173119,-5.163538283017082
start_83eea8fffffffff_end_83074dfffffffff,128,-11.28709281320555,-4.858825927566313
start_83eea8fffffffff_end_83074dfffffffff,129,-12.17778780362955,-4.478779046608313
start_83eea8fffffffff_end_83074dfffffffff,130,-12.201024988748507,-3.4532201267030334
start_83eea8fffffffff_end_83074dfffffffff,131,-12.224197182569464,-2.428317709586717
start_83eea8fffffffff_end_83074dfffffffff,132,-12.24730464982105,-1.404726510767084
start_83eea8fffffffff_end_83074dfffffffff,133,-13.035119277396616,-0.8833084694401132
start_83eea8fffffffff_end_83074dfffffffff,134,-13.83376844126188,-0.3544005610320553
start_83eea8fffffffff_end_83074dfffffffff,135,-14.64316046221104,0.1817528397101821
start_83eea8fffffffff_end_83074dfffffffff,136,-15.444104942437324,-0.3245679765923333
start_83eea8fffffffff_end_83074dfffffffff,137,-16.275728238309153,0.2195831864877219
start_83eea8fffffffff_end_83074dfffffffff,138,-16.29370749183478,1.2746734070317989
start_83eea8fffffffff_end_83074dfffffffff,139,-16.311633984735664,2.325807970873605
start_83eea8fffffffff_end_83074dfffffffff,140,-16.32950794541857,3.3723056541565297
start_83eea8fffffffff_end_83074dfffffffff,141,-16.347329600994406,4.413503593494211
start_83eea8fffffffff_end_83074dfffffffff,142,-16.365099177287345,5.448759610679774
start_83eea8fffffffff_end_83074dfffffffff,143,-16.382816898843714,6.47745434129307
start_83eea8fffffffff_end_83074dfffffffff,144,-16.4004829889409,7.498993152292008
start_83eea8fffffffff_end_83074dfffffffff,145,-16.201651116333146,8.426862952494902
start_83eea8fffffffff_end_83074dfffffffff,146,-15.998819655315838,9.3687264368699
start_83eea8fffffffff_end_83074dfffffffff,147,-16.804261431316345,9.951681059364926
start_83eea8fffffffff_end_83074dfffffffff,148,-17.623541855834073,10.540552847714467
start_83eea8fffffffff_end_83074dfffffffff,149,-17.429837186278284,11.51853085595472
start_83eea8fffffffff_end_83074dfffffffff,150,-18.270107201014167,12.123817189008086
start_83eea8fffffffff_end_83074dfffffffff,151,-18.07955867173792,13.1261504773183
start_83eea8fffffffff_end_83074dfffffffff,152,-17.88490709344878,14.141544876140044
start_83eea8fffffffff_end_83074dfffffffff,153,-17.68602314036739,15.169571448971585
start_83eea8fffffffff_end_83074dfffffffff,154,-17.48277220932956,16.20975553238241
start_83eea8fffffffff_end_83074dfffffffff,155,-17.275014160559007,17.26157655102047
start_83eea8fffffffff_end_83074dfffffffff,156,-17.062603043935503,18.32446816930849
start_83eea8fffffffff_end_83074dfffffffff,157,-17.96432924308935,18.996854493186515
start_83eea8fffffffff_end_83074dfffffffff,158,-17.75539305577794,20.080041706174008
start_83eea8fffffffff_end_83074dfffffffff,159,-18.682431917303745,20.76422860624586
