component,count,mean,median,std,min,max,p99
parallel_wind_cost_raw,154512,7.5820644400288115,7.566615161428414,3.3896833318635076,3.99946099864934e-05,22.002036226314672,15.133590693765642
crosswind_cost_raw,154512,2.704080228804397,2.1767451788818875,2.0992879884032307,1.3492200212739114e-05,14.30715520497032,8.156045078069736
distance_cost_raw,221150,120.23094979543463,121.87443199760618,8.126430192367122,86.33526984855045,131.3784999251784,131.18335310801814
food_cost_raw,221150,0.6005627974822937,0.2354356080284048,0.7110878170554217,0.0,2.7103483913337083,2.35856240758297
w_cost,154512,50.100895375426546,49.99880936746571,22.39840762483357,0.0002642770694397,145.38543212602227,100.00000000000001
c_cost,154512,33.15430705594338,26.688734037711455,25.739043473997842,0.000165425768048,175.4178044385741,100.00000000000003
d_cost,221150,91.65107229454246,92.90388537122782,6.194711447629876,65.81267196109923,100.14875882689138,99.99999999999999
f_cost,221150,25.463086986862653,9.982165715499416,30.14920507378632,0.0,114.91527137970644,100.0
