lat_band,benchmark_lat_median,benchmark_lon_median,route_lat_median,route_lon_median,n_points,behavior,lon_error_deg,lon_error_km,squared_lon_error_km
"(30, 40]",35.95858155,-16.672725789169398,35.13217005329357,-16.927225107826082,9,behavior_002,-0.2544993186566842,22.932182447163036,525.8849917899724
"(40, 50]",47.10268035,-12.1608318325397,45.299232515991655,-14.24850657835196,9,behavior_002,-2.0876747458122615,158.1915334541827,25024.561256585803
"(50, 60]",53.785143,1.50594210230876,56.44395651912126,-7.299513744721116,20,behavior_002,-8.805455847029876,579.1305530289058,335392.19745156623
"(-80, -70]",-71.42044770000001,5.18813709980144,-70.62195055402822,5.349260264866236,1,behavior_003,0.16112316506479551,5.714860664407858,32.65963241359623
"(-70, -60]",-66.15,-0.249539061038283,-64.88984488815481,-1.5465070353583386,10,behavior_003,-1.2969679743200555,58.378511658551766,3408.0506234676645
"(-60, -50]",-56.700000225,5.89424048556142,-55.08066101544612,-7.994319355931565,9,behavior_003,-13.888559841492985,848.8301636237884,720512.6466775874
"(-50, -40]",-45.6231879,11.03997350737515,-45.419731265547576,-10.984348088940116,9,behavior_003,-22.024321596315268,1714.6887667938279,2940157.5669689383
"(-40, -30]",-35.3528118,3.646997812277105,-35.04836290451982,-13.213807527658236,9,behavior_003,-16.86080533993534,1530.844871029824,2343486.019158318
"(-30, -20]",-24.5127375,1.60011999570311,-24.64549821422348,-14.935346195997385,9,behavior_003,-16.535466191700493,1674.8215380404597,2805027.184284211
"(-20, -10]",-14.62973805,-5.954104569439496,-14.692557581405735,-16.824498283026013,10,behavior_003,-10.870393713586518,1170.8588713294478,1370910.4965708684
"(-10, 0]",-3.46887202499999,-9.91567052953346,-5.124526286287199,-17.874939018243257,9,behavior_003,-7.959268488709798,884.4024076208269,782167.6186055153
"(0, 10]",5.03812620000001,-18.191934691485,5.032609342962526,-18.000221875057086,10,behavior_003,0.1917128164279127,21.259017561937405,451.945827698763
"(10, 20]",15.44703525,-19.2966096331278,14.655558162555813,-17.65478249810073,10,behavior_003,1.6418271350270714,176.16607555620058,31034.48617687297
"(20, 30]",25.0356285,-20.1180129941091,24.24251390909328,-18.748839965232705,10,behavior_003,1.3691730288763964,138.09603572400758,19070.515082686376
"(30, 40]",35.95858155,-16.672725789169398,35.13217005329357,-16.927225107826082,9,behavior_003,-0.2544993186566842,22.932182447163036,525.8849917899724
"(40, 50]",47.10268035,-12.1608318325397,45.299232515991655,-14.24850657835196,9,behavior_003,-2.0876747458122615,158.1915334541827,25024.561256585803
"(50, 60]",53.785143,1.50594210230876,56.44395651912126,-7.299513744721116,20,behavior_003,-8.805455847029876,579.1305530289058,335392.19745156623
"(-80, -70]",-71.42044770000001,5.18813709980144,-70.62195055402822,5.349260264866236,1,behavior_004,0.16112316506479551,5.714860664407858,32.65963241359623
"(-70, -60]",-66.15,-0.249539061038283,-64.88984488815481,-1.5465070353583386,10,behavior_004,-1.2969679743200555,58.378511658551766,3408.0506234676645
"(-60, -50]",-56.700000225,5.89424048556142,-55.08066101544612,-7.994319355931565,9,behavior_004,-13.888559841492985,848.8301636237884,720512.6466775874
"(-50, -40]",-45.6231879,11.03997350737515,-45.419731265547576,-10.984348088940116,9,behavior_004,-22.024321596315268,1714.6887667938279,2940157.5669689383
"(-40, -30]",-35.3528118,3.646997812277105,-35.04836290451982,-13.213807527658236,9,behavior_004,-16.86080533993534,1530.844871029824,2343486.019158318
"(-30, -20]",-24.5127375,1.60011999570311,-24.64549821422348,-14.935346195997385,9,behavior_004,-16.535466191700493,1674.8215380404597,2805027.184284211
"(-20, -10]",-14.62973805,-5.954104569439496,-14.692557581405735,-16.824498283026013,10,behavior_004,-10.870393713586518,1170.8588713294478,1370910.4965708684
"(-10, 0]",-3.46887202499999,-9.91567052953346,-5.124526286287199,-17.874939018243257,9,behavior_004,-7.959268488709798,884.4024076208269,782167.6186055153
"(0, 10]",5.03812620000001,-18.191934691485,5.032609342962526,-18.000221875057086,10,behavior_004,0.1917128164279127,21.259017561937405,451.945827698763
"(10, 20]",15.44703525,-19.2966096331278,14.655558162555813,-17.65478249810073,10,behavior_004,1.6418271350270714,176.16607555620058,31034.48617687297
"(20, 30]",25.0356285,-20.1180129941091,24.24251390909328,-18.748839965232705,10,behavior_004,1.3691730288763964,138.09603572400758,19070.515082686376
"(30, 40]",35.95858155,-16.672725789169398,35.13217005329357,-16.927225107826082,9,behavior_004,-0.2544993186566842,22.932182447163036,525.8849917899724
"(40, 50]",47.10268035,-12.1608318325397,45.299232515991655,-14.24850657835196,9,behavior_004,-2.0876747458122615,158.1915334541827,25024.561256585803
"(50, 60]",53.785143,1.50594210230876,56.44395651912126,-7.299513744721116,20,behavior_004,-8.805455847029876,579.1305530289058,335392.19745156623
"(-80, -70]",-71.42044770000001,5.18813709980144,-70.62195055402822,5.349260264866236,1,behavior_005,0.16112316506479551,5.714860664407858,32.65963241359623
"(-70, -60]",-66.15,-0.249539061038283,-64.88984488815481,-1.5465070353583386,10,behavior_005,-1.2969679743200555,58.378511658551766,3408.0506234676645
"(-60, -50]",-56.700000225,5.89424048556142,-55.08066101544612,-7.994319355931565,9,behavior_005,-13.888559841492985,848.8301636237884,720512.6466775874
"(-50, -40]",-45.6231879,11.03997350737515,-45.419731265547576,-10.984348088940116,9,behavior_005,-22.024321596315268,1714.6887667938279,2940157.5669689383
"(-40, -30]",-35.3528118,3.646997812277105,-35.04836290451982,-13.213807527658236,9,behavior_005,-16.86080533993534,1530.844871029824,2343486.019158318
"(-30, -20]",-24.5127375,1.60011999570311,-24.64549821422348,-14.935346195997385,9,behavior_005,-16.535466191700493,1674.8215380404597,2805027.184284211
"(-20, -10]",-14.62973805,-5.954104569439496,-14.692557581405735,-16.824498283026013,10,behavior_005,-10.870393713586518,1170.8588713294478,1370910.4965708684
"(-10, 0]",-3.46887202499999,-9.91567052953346,-5.124526286287199,-17.874939018243257,9,behavior_005,-7.959268488709798,884.4024076208269,782167.6186055153
"(0, 10]",5.03812620000001,-18.191934691485,5.032609342962526,-18.000221875057086,10,behavior_005,0.1917128164279127,21.259017561937405,451.945827698763
"(10, 20]",15.44703525,-19.2966096331278,14.655558162555813,-17.65478249810073,10,behavior_005,1.6418271350270714,176.16607555620058,31034.48617687297
"(20, 30]",25.0356285,-20.1180129941091,24.24251390909328,-18.748839965232705,10,behavior_005,1.3691730288763964,138.09603572400758,19070.515082686376
"(30, 40]",35.95858155,-16.672725789169398,35.13217005329357,-16.927225107826082,9,behavior_005,-0.2544993186566842,22.932182447163036,525.8849917899724
"(40, 50]",47.10268035,-12.1608318325397,45.299232515991655,-14.24850657835196,9,behavior_005,-2.0876747458122615,158.1915334541827,25024.561256585803
"(50, 60]",53.785143,1.50594210230876,56.44395651912126,-7.299513744721116,20,behavior_005,-8.805455847029876,579.1305530289058,335392.19745156623
"(-80, -70]",-71.42044770000001,5.18813709980144,-70.62195055402822,5.349260264866236,1,behavior_006,0.16112316506479551,5.714860664407858,32.65963241359623
"(-70, -60]",-66.15,-0.249539061038283,-64.88984488815481,-1.5465070353583386,10,behavior_006,-1.2969679743200555,58.378511658551766,3408.0506234676645
