lat_band,benchmark_lat_median,benchmark_lon_median,route_lat_median,route_lon_median,n_points,behavior,squared_lon_error
"(-60, -50]",-58.0693621,-31.43578883,-54.86549813781042,-23.147349911765417,10,behavior_041,68.69821970130566
"(-50, -40]",-43.7844094,0.441897953,-45.0904744136671,-23.818646222280105,8,behavior_041,588.5740036807175
"(-40, -30]",-35.56805596,3.938167204,-35.323191537905984,-24.334184740175463,9,behavior_041,799.325884455322
"(-30, -20]",-24.892482045,3.1913109405,-25.02678459123356,-24.757036921108583,9,behavior_041,781.110148193481
"(-20, -10]",-14.861629965,-2.1931205695,-15.272923677451375,-25.027267456443365,9,behavior_041,521.3982640545054
"(-10, 0]",-4.2016837085,-11.19345858,-5.219917593156162,-25.075130621133383,9,behavior_041,192.70081865758425
"(0, 10]",4.649206505,-23.063146705,4.867663292958679,-25.12162819763532,9,behavior_041,4.237346055522133
"(10, 20]",14.48227294,-40.47469647,14.885818934650846,-24.734623051963325,10,behavior_041,247.74991120518467
"(20, 30]",24.69371562,-49.41198452,24.39484613544335,-25.244413257320563,9,behavior_041,584.0715007366888
"(30, 40]",35.72890237,-46.307643205,34.87035302281723,-24.50666190060104,9,behavior_041,475.282785834753
"(40, 50]",45.949939150000006,-37.711282205,45.28997343772488,-22.87958216334062,9,behavior_041,219.979326125759
"(50, 60]",52.560148515,-25.18428898,55.49466054755884,-20.561659213760876,10,behavior_041,21.368705955719992
"(60, 70]",62.07117996,-18.12660637,61.29361517393866,-18.57857315102444,2,behavior_041,0.20427397114959278
"(-80, -70]",-71.25708173,-20.00285938,-71.35777604351465,-21.28495770392704,2,behavior_042,1.6437761122165282
"(-70, -60]",-65.61340604,-35.1199531,-65.27425705485093,-23.02750485695077,9,behavior_042,146.22730451082433
"(-60, -50]",-58.0693621,-31.43578883,-54.86549813781042,-23.147349911765417,10,behavior_042,68.69821970130566
"(-50, -40]",-43.7844094,0.441897953,-45.0904744136671,-23.818646222280105,8,behavior_042,588.5740036807175
"(-40, -30]",-35.56805596,3.938167204,-35.323191537905984,-24.334184740175463,9,behavior_042,799.325884455322
"(-30, -20]",-24.892482045,3.1913109405,-25.02678459123356,-24.757036921108583,9,behavior_042,781.110148193481
"(-20, -10]",-14.861629965,-2.1931205695,-15.272923677451375,-25.027267456443365,9,behavior_042,521.3982640545054
"(-10, 0]",-4.2016837085,-11.19345858,-5.219917593156162,-25.075130621133383,9,behavior_042,192.70081865758425
"(0, 10]",4.649206505,-23.063146705,4.867663292958679,-25.12162819763532,9,behavior_042,4.237346055522133
"(10, 20]",14.48227294,-40.47469647,14.9747827877784,-25.728225048591103,11,behavior_042,217.45841938242927
"(20, 30]",24.69371562,-49.41198452,24.9670832649401,-25.705173342294515,8,behavior_042,562.0128962153816
"(30, 40]",35.72890237,-46.307643205,34.87035302281723,-24.50666190060104,9,behavior_042,475.282785834753
"(40, 50]",45.949939150000006,-37.711282205,45.28997343772488,-22.87958216334062,9,behavior_042,219.979326125759
"(50, 60]",52.560148515,-25.18428898,55.49466054755884,-20.561659213760876,10,behavior_042,21.368705955719992
"(60, 70]",62.07117996,-18.12660637,61.29361517393866,-18.57857315102444,2,behavior_042,0.20427397114959278
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_043,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.2032742104729,-18.87518938179012,9,behavior_043,263.892348260468
"(-60, -50]",-58.0693621,-31.43578883,-54.64329458844306,-14.897062999368028,13,behavior_043,273.5294521008132
"(-50, -40]",-43.7844094,0.441897953,-44.847590448995575,1.957400310855317,13,behavior_043,2.2967473966650256
"(-40, -30]",-35.56805596,3.938167204,-35.239463162466706,13.326311412558082,11,behavior_043,88.13725168068265
"(-30, -20]",-24.892482045,3.1913109405,-24.984828069821933,11.814802858026042,10,behavior_043,74.36461285163698
"(-20, -10]",-14.861629965,-2.1931205695,-14.652564197037751,7.544197328464962,10,behavior_043,94.81535984602878
"(-10, 0]",-4.2016837085,-11.19345858,-6.979288376567183,-7.16000440072303,25,behavior_043,16.268752616326857
"(0, 10]",4.649206505,-23.063146705,4.931131602086992,-16.320570965077117,12,behavior_043,45.46232760859663
"(10, 20]",14.48227294,-40.47469647,14.371738951201092,-19.124574660383047,11,behavior_043,455.8277012854814
"(20, 30]",24.69371562,-49.41198452,24.80575462733373,-18.81524801316166,9,behavior_043,936.1602848688938
"(30, 40]",35.72890237,-46.307643205,35.13217005329357,-17.43667469083722,9,behavior_043,833.5328229457785
"(40, 50]",45.949939150000006,-37.711282205,44.01814808334336,-20.995447803892052,10,behavior_043,279.419119725264
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_043,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_043,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_044,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.2032742104729,-18.87518938179012,9,behavior_044,263.892348260468
"(-60, -50]",-58.0693621,-31.43578883,-54.844028618037584,-19.837126528206923,10,behavior_044,134.52896719103586
"(-50, -40]",-43.7844094,0.441897953,-44.98067607211014,-20.17360209081317,9,behavior_044,424.99884205646083
"(-40, -30]",-35.56805596,3.938167204,-35.150971041301666,-20.686994954220186,8,behavior_044,606.3986113186394
"(-30, -20]",-24.892482045,3.1913109405,-25.34840001316212,-21.49453255022848,9,behavior_044,609.3908688487417
"(-20, -10]",-14.861629965,-2.1931205695,-15.07691193525001,-22.194838902884655,10,behavior_044,400.06873628805585
"(-10, 0]",-4.2016837085,-11.19345858,-4.636387626015981,-22.29161242982711,9,behavior_044,123.16901887443234
"(0, 10]",4.649206505,-23.063146705,4.937530669447581,-21.050702486825433,10,behavior_044,4.04993173126425
"(10, 20]",14.48227294,-40.47469647,14.889857017366243,-19.72878865935555,10,behavior_044,430.39269088775825
"(20, 30]",24.69371562,-49.41198452,24.80575462733373,-18.81524801316166,9,behavior_044,936.1602848688938
"(30, 40]",35.72890237,-46.307643205,35.13217005329357,-17.43667469083722,9,behavior_044,833.5328229457785
"(40, 50]",45.949939150000006,-37.711282205,44.01814808334336,-20.995447803892052,10,behavior_044,279.419119725264
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_044,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_044,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_045,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.2032742104729,-18.87518938179012,9,behavior_045,263.892348260468
"(-60, -50]",-58.0693621,-31.43578883,-54.844028618037584,-19.837126528206923,10,behavior_045,134.52896719103586
"(-50, -40]",-43.7844094,0.441897953,-44.98067607211014,-20.17360209081317,9,behavior_045,424.99884205646083
"(-40, -30]",-35.56805596,3.938167204,-35.150971041301666,-20.686994954220186,8,behavior_045,606.3986113186394
"(-30, -20]",-24.892482045,3.1913109405,-25.34840001316212,-21.49453255022848,9,behavior_045,609.3908688487417
"(-20, -10]",-14.861629965,-2.1931205695,-15.07691193525001,-22.194838902884655,10,behavior_045,400.06873628805585
"(-10, 0]",-4.2016837085,-11.19345858,-4.636387626015981,-22.29161242982711,9,behavior_045,123.16901887443234
"(0, 10]",4.649206505,-23.063146705,4.937530669447581,-21.050702486825433,10,behavior_045,4.04993173126425
"(10, 20]",14.48227294,-40.47469647,14.889857017366243,-19.72878865935555,10,behavior_045,430.39269088775825
"(20, 30]",24.69371562,-49.41198452,24.80575462733373,-18.81524801316166,9,behavior_045,936.1602848688938
"(30, 40]",35.72890237,-46.307643205,35.13217005329357,-17.50520139408633,9,behavior_045,829.5806542710677
"(40, 50]",45.949939150000006,-37.711282205,44.01814808334336,-20.995447803892052,10,behavior_045,279.419119725264
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_045,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_045,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_046,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.27425705485093,-23.02750485695077,9,behavior_046,146.22730451082433
"(-60, -50]",-58.0693621,-31.43578883,-54.86549813781042,-23.147349911765417,10,behavior_046,68.69821970130566
"(-50, -40]",-43.7844094,0.441897953,-45.0904744136671,-23.818646222280105,8,behavior_046,588.5740036807175
"(-40, -30]",-35.56805596,3.938167204,-35.323191537905984,-24.334184740175463,9,behavior_046,799.325884455322
"(-30, -20]",-24.892482045,3.1913109405,-25.02678459123356,-24.757036921108583,9,behavior_046,781.110148193481
"(-20, -10]",-14.861629965,-2.1931205695,-15.272923677451375,-25.027267456443365,9,behavior_046,521.3982640545054
"(-10, 0]",-4.2016837085,-11.19345858,-5.219917593156162,-25.075130621133383,9,behavior_046,192.70081865758425
"(0, 10]",4.649206505,-23.063146705,4.867663292958679,-25.12162819763532,9,behavior_046,4.237346055522133
"(10, 20]",14.48227294,-40.47469647,14.885818934650846,-24.734623051963325,10,behavior_046,247.74991120518467
"(20, 30]",24.69371562,-49.41198452,25.326560301380823,-23.41789784588802,9,behavior_046,675.6925420212458
"(30, 40]",35.72890237,-46.307643205,35.20518049828358,-21.94070059946699,8,behavior_046,593.7478919413397
"(40, 50]",45.949939150000006,-37.711282205,44.58544126307676,-21.353602728099563,9,behavior_046,267.5736778690098
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_046,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_046,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_047,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.27425705485093,-23.02750485695077,9,behavior_047,146.22730451082433
"(-60, -50]",-58.0693621,-31.43578883,-54.86549813781042,-23.147349911765417,10,behavior_047,68.69821970130566
"(-50, -40]",-43.7844094,0.441897953,-45.0904744136671,-23.818646222280105,8,behavior_047,588.5740036807175
"(-40, -30]",-35.56805596,3.938167204,-35.323191537905984,-24.334184740175463,9,behavior_047,799.325884455322
"(-30, -20]",-24.892482045,3.1913109405,-25.02678459123356,-24.757036921108583,9,behavior_047,781.110148193481
"(-20, -10]",-14.861629965,-2.1931205695,-15.272923677451375,-25.027267456443365,9,behavior_047,521.3982640545054
"(-10, 0]",-4.2016837085,-11.19345858,-5.219917593156162,-25.075130621133383,9,behavior_047,192.70081865758425
"(0, 10]",4.649206505,-23.063146705,4.867663292958679,-25.12162819763532,9,behavior_047,4.237346055522133
"(10, 20]",14.48227294,-40.47469647,14.885818934650846,-24.734623051963325,10,behavior_047,247.74991120518467
"(20, 30]",24.69371562,-49.41198452,25.326560301380823,-23.41789784588802,9,behavior_047,675.6925420212458
"(30, 40]",35.72890237,-46.307643205,35.20518049828358,-21.94070059946699,8,behavior_047,593.7478919413397
"(40, 50]",45.949939150000006,-37.711282205,44.58544126307676,-21.353602728099563,9,behavior_047,267.5736778690098
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_047,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_047,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.35777604351465,-21.28495770392704,2,behavior_048,1.6437761122165282
"(-70, -60]",-65.61340604,-35.1199531,-65.27425705485093,-23.02750485695077,9,behavior_048,146.22730451082433
"(-60, -50]",-58.0693621,-31.43578883,-54.86549813781042,-23.147349911765417,10,behavior_048,68.69821970130566
"(-50, -40]",-43.7844094,0.441897953,-45.0904744136671,-23.818646222280105,8,behavior_048,588.5740036807175
"(-40, -30]",-35.56805596,3.938167204,-35.323191537905984,-24.334184740175463,9,behavior_048,799.325884455322
"(-30, -20]",-24.892482045,3.1913109405,-25.02678459123356,-24.757036921108583,9,behavior_048,781.110148193481
"(-20, -10]",-14.861629965,-2.1931205695,-15.272923677451375,-25.027267456443365,9,behavior_048,521.3982640545054
"(-10, 0]",-4.2016837085,-11.19345858,-5.219917593156162,-25.075130621133383,9,behavior_048,192.70081865758425
"(0, 10]",4.649206505,-23.063146705,4.867663292958679,-25.12162819763532,9,behavior_048,4.237346055522133
"(10, 20]",14.48227294,-40.47469647,14.885818934650846,-24.734623051963325,10,behavior_048,247.74991120518467
"(20, 30]",24.69371562,-49.41198452,25.326560301380823,-23.41789784588802,9,behavior_048,675.6925420212458
"(30, 40]",35.72890237,-46.307643205,35.20518049828358,-21.94070059946699,8,behavior_048,593.7478919413397
"(40, 50]",45.949939150000006,-37.711282205,44.58544126307676,-21.353602728099563,9,behavior_048,267.5736778690098
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_048,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_048,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_049,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.27425705485093,-23.02750485695077,9,behavior_049,146.22730451082433
"(-60, -50]",-58.0693621,-31.43578883,-54.94686993909407,-15.662445232847684,14,behavior_049,248.79836823382595
"(-50, -40]",-43.7844094,0.441897953,-44.197275274287534,0.9478293466517915,14,behavior_049,0.255966575082444
"(-40, -30]",-35.56805596,3.938167204,-35.239463162466706,13.326311412558082,11,behavior_049,88.13725168068265
"(-30, -20]",-24.892482045,3.1913109405,-24.984828069821933,11.814802858026042,10,behavior_049,74.36461285163698
"(-20, -10]",-14.861629965,-2.1931205695,-14.652564197037751,7.544197328464962,10,behavior_049,94.81535984602878
"(-10, 0]",-4.2016837085,-11.19345858,-6.979288376567183,-7.16000440072303,25,behavior_049,16.268752616326857
"(0, 10]",4.649206505,-23.063146705,4.931131602086992,-16.320570965077117,12,behavior_049,45.46232760859663
"(10, 20]",14.48227294,-40.47469647,14.371738951201092,-19.124574660383047,11,behavior_049,455.8277012854814
"(20, 30]",24.69371562,-49.41198452,24.80575462733373,-18.81524801316166,9,behavior_049,936.1602848688938
"(30, 40]",35.72890237,-46.307643205,35.13217005329357,-17.43667469083722,9,behavior_049,833.5328229457785
"(40, 50]",45.949939150000006,-37.711282205,44.01814808334336,-20.747397199022522,10,behavior_049,287.7733944960276
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_049,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_049,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_050,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.2032742104729,-18.87518938179012,9,behavior_050,263.892348260468
"(-60, -50]",-58.0693621,-31.43578883,-54.64329458844306,-14.897062999368028,13,behavior_050,273.5294521008132
"(-50, -40]",-43.7844094,0.441897953,-45.27226496545334,1.4105044198423253,12,behavior_050,0.9381984876087727
"(-40, -30]",-35.56805596,3.938167204,-35.10874025094196,12.043254806519482,11,behavior_050,65.69244504451501
"(-30, -20]",-24.892482045,3.1913109405,-24.984828069821933,11.814802858026042,10,behavior_050,74.36461285163698
"(-20, -10]",-14.861629965,-2.1931205695,-14.652564197037751,7.544197328464962,10,behavior_050,94.81535984602878
"(-10, 0]",-4.2016837085,-11.19345858,-6.979288376567183,-7.16000440072303,25,behavior_050,16.268752616326857
"(0, 10]",4.649206505,-23.063146705,4.931131602086992,-16.320570965077117,12,behavior_050,45.46232760859663
"(10, 20]",14.48227294,-40.47469647,14.371738951201092,-19.124574660383047,11,behavior_050,455.8277012854814
"(20, 30]",24.69371562,-49.41198452,24.80575462733373,-18.81524801316166,9,behavior_050,936.1602848688938
"(30, 40]",35.72890237,-46.307643205,35.13217005329357,-17.43667469083722,9,behavior_050,833.5328229457785
"(40, 50]",45.949939150000006,-37.711282205,44.01814808334336,-20.747397199022522,10,behavior_050,287.7733944960276
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_050,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_050,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_051,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.2032742104729,-18.87518938179012,9,behavior_051,263.892348260468
"(-60, -50]",-58.0693621,-31.43578883,-54.844028618037584,-19.837126528206923,10,behavior_051,134.52896719103586
"(-50, -40]",-43.7844094,0.441897953,-44.98067607211014,-20.17360209081317,9,behavior_051,424.99884205646083
"(-40, -30]",-35.56805596,3.938167204,-35.150971041301666,-20.686994954220186,8,behavior_051,606.3986113186394
"(-30, -20]",-24.892482045,3.1913109405,-25.34840001316212,-21.49453255022848,9,behavior_051,609.3908688487417
"(-20, -10]",-14.861629965,-2.1931205695,-15.07691193525001,-22.194838902884655,10,behavior_051,400.06873628805585
"(-10, 0]",-4.2016837085,-11.19345858,-4.636387626015981,-22.29161242982711,9,behavior_051,123.16901887443234
"(0, 10]",4.649206505,-23.063146705,4.937530669447581,-21.050702486825433,10,behavior_051,4.04993173126425
"(10, 20]",14.48227294,-40.47469647,14.889857017366243,-19.72878865935555,10,behavior_051,430.39269088775825
"(20, 30]",24.69371562,-49.41198452,24.80575462733373,-18.81524801316166,9,behavior_051,936.1602848688938
"(30, 40]",35.72890237,-46.307643205,35.13217005329357,-16.927225107826082,9,behavior_051,863.2089675647445
"(40, 50]",45.949939150000006,-37.711282205,44.62709747387851,-16.08598066722433,9,behavior_051,467.6536665997229
"(50, 60]",52.560148515,-25.18428898,55.18936905834825,-13.868291141359824,11,behavior_051,128.05180708410916
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-16.777963867895608,3,behavior_051,1.818836598482399
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_052,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.27425705485093,-23.02750485695077,9,behavior_052,146.22730451082433
"(-60, -50]",-58.0693621,-31.43578883,-54.86549813781042,-23.147349911765417,10,behavior_052,68.69821970130566
"(-50, -40]",-43.7844094,0.441897953,-45.0904744136671,-23.818646222280105,8,behavior_052,588.5740036807175
"(-40, -30]",-35.56805596,3.938167204,-35.323191537905984,-24.334184740175463,9,behavior_052,799.325884455322
"(-30, -20]",-24.892482045,3.1913109405,-25.02678459123356,-24.757036921108583,9,behavior_052,781.110148193481
"(-20, -10]",-14.861629965,-2.1931205695,-15.272923677451375,-25.027267456443365,9,behavior_052,521.3982640545054
"(-10, 0]",-4.2016837085,-11.19345858,-5.219917593156162,-25.075130621133383,9,behavior_052,192.70081865758425
"(0, 10]",4.649206505,-23.063146705,4.78171680296466,-23.28499623601501,11,behavior_052,0.04921721441158005
"(10, 20]",14.48227294,-40.47469647,15.109640620583349,-21.693778063303174,10,behavior_052,352.72289619900357
"(20, 30]",24.69371562,-49.41198452,24.948203428570245,-20.114012632933047,8,behavior_052,858.3711566953654
"(30, 40]",35.72890237,-46.307643205,34.735764015580365,-18.26467953172381,9,behavior_052,786.4078115806878
"(40, 50]",45.949939150000006,-37.711282205,44.01814808334336,-20.747397199022522,10,behavior_052,287.7733944960276
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_052,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_052,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.35777604351465,-21.28495770392704,2,behavior_053,1.6437761122165282
"(-70, -60]",-65.61340604,-35.1199531,-65.27425705485093,-23.02750485695077,9,behavior_053,146.22730451082433
"(-60, -50]",-58.0693621,-31.43578883,-54.86549813781042,-23.147349911765417,10,behavior_053,68.69821970130566
"(-50, -40]",-43.7844094,0.441897953,-45.0904744136671,-23.818646222280105,8,behavior_053,588.5740036807175
"(-40, -30]",-35.56805596,3.938167204,-35.323191537905984,-24.334184740175463,9,behavior_053,799.325884455322
"(-30, -20]",-24.892482045,3.1913109405,-25.02678459123356,-24.757036921108583,9,behavior_053,781.110148193481
"(-20, -10]",-14.861629965,-2.1931205695,-15.272923677451375,-25.027267456443365,9,behavior_053,521.3982640545054
"(-10, 0]",-4.2016837085,-11.19345858,-5.219917593156162,-25.075130621133383,9,behavior_053,192.70081865758425
"(0, 10]",4.649206505,-23.063146705,4.78171680296466,-23.28499623601501,11,behavior_053,0.04921721441158005
"(10, 20]",14.48227294,-40.47469647,15.109640620583349,-21.693778063303174,10,behavior_053,352.72289619900357
"(20, 30]",24.69371562,-49.41198452,24.948203428570245,-20.114012632933047,8,behavior_053,858.3711566953654
"(30, 40]",35.72890237,-46.307643205,34.735764015580365,-18.26467953172381,9,behavior_053,786.4078115806878
"(40, 50]",45.949939150000006,-37.711282205,44.01814808334336,-20.747397199022522,10,behavior_053,287.7733944960276
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_053,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_053,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.35777604351465,-21.28495770392704,2,behavior_054,1.6437761122165282
"(-70, -60]",-65.61340604,-35.1199531,-65.27425705485093,-23.02750485695077,9,behavior_054,146.22730451082433
"(-60, -50]",-58.0693621,-31.43578883,-54.86549813781042,-23.147349911765417,10,behavior_054,68.69821970130566
"(-50, -40]",-43.7844094,0.441897953,-45.0904744136671,-23.818646222280105,8,behavior_054,588.5740036807175
"(-40, -30]",-35.56805596,3.938167204,-35.323191537905984,-24.334184740175463,9,behavior_054,799.325884455322
"(-30, -20]",-24.892482045,3.1913109405,-25.02678459123356,-24.757036921108583,9,behavior_054,781.110148193481
"(-20, -10]",-14.861629965,-2.1931205695,-15.272923677451375,-25.027267456443365,9,behavior_054,521.3982640545054
"(-10, 0]",-4.2016837085,-11.19345858,-5.219917593156162,-25.075130621133383,9,behavior_054,192.70081865758425
"(0, 10]",4.649206505,-23.063146705,4.867663292958679,-25.12162819763532,9,behavior_054,4.237346055522133
"(10, 20]",14.48227294,-40.47469647,14.885818934650846,-24.734623051963325,10,behavior_054,247.74991120518467
"(20, 30]",24.69371562,-49.41198452,25.326560301380823,-23.41789784588802,9,behavior_054,675.6925420212458
"(30, 40]",35.72890237,-46.307643205,35.20518049828358,-21.94070059946699,8,behavior_054,593.7478919413397
"(40, 50]",45.949939150000006,-37.711282205,44.58544126307676,-21.353602728099563,9,behavior_054,267.5736778690098
"(50, 60]",52.560148515,-25.18428898,54.82030061581583,-19.06741580550496,10,behavior_054,37.416137432857035
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-17.16948656355908,3,behavior_054,0.9160783238815073
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_055,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.27425705485093,-23.02750485695077,9,behavior_055,146.22730451082433
"(-60, -50]",-58.0693621,-31.43578883,-55.25044528974507,-16.42782746632734,13,behavior_055,225.23890429349132
"(-50, -40]",-43.7844094,0.441897953,-42.44012452352031,-0.4718966123999023,19,behavior_055,0.8350205077543964
"(-40, -30]",-35.56805596,3.938167204,-35.45632398896109,14.952534767226458,11,behavior_055,121.31629281785513
"(-30, -20]",-24.892482045,3.1913109405,-24.984828069821933,11.814802858026042,10,behavior_055,74.36461285163698
"(-20, -10]",-14.861629965,-2.1931205695,-14.652564197037751,7.544197328464962,10,behavior_055,94.81535984602878
"(-10, 0]",-4.2016837085,-11.19345858,-6.979288376567183,-7.16000440072303,25,behavior_055,16.268752616326857
"(0, 10]",4.649206505,-23.063146705,4.025058657794046,-18.861058711832367,13,behavior_055,17.657543502323595
"(10, 20]",14.48227294,-40.47469647,14.889857017366243,-19.72878865935555,10,behavior_055,430.39269088775825
"(20, 30]",24.69371562,-49.41198452,24.80575462733373,-18.81524801316166,9,behavior_055,936.1602848688938
"(30, 40]",35.72890237,-46.307643205,35.13217005329357,-16.927225107826082,9,behavior_055,863.2089675647445
"(40, 50]",45.949939150000006,-37.711282205,44.62709747387851,-16.08598066722433,9,behavior_055,467.6536665997229
"(50, 60]",52.560148515,-25.18428898,55.18936905834825,-13.868291141359824,11,behavior_055,128.05180708410916
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-16.777963867895608,3,behavior_055,1.818836598482399
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_056,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.2032742104729,-18.87518938179012,9,behavior_056,263.892348260468
"(-60, -50]",-58.0693621,-31.43578883,-54.64329458844306,-14.897062999368028,13,behavior_056,273.5294521008132
"(-50, -40]",-43.7844094,0.441897953,-44.847590448995575,1.957400310855317,13,behavior_056,2.2967473966650256
"(-40, -30]",-35.56805596,3.938167204,-35.239463162466706,13.326311412558082,11,behavior_056,88.13725168068265
"(-30, -20]",-24.892482045,3.1913109405,-24.984828069821933,11.814802858026042,10,behavior_056,74.36461285163698
"(-20, -10]",-14.861629965,-2.1931205695,-14.652564197037751,7.544197328464962,10,behavior_056,94.81535984602878
"(-10, 0]",-4.2016837085,-11.19345858,-6.979288376567183,-7.16000440072303,25,behavior_056,16.268752616326857
"(0, 10]",4.649206505,-23.063146705,3.533457234700141,-19.71741831421356,13,behavior_056,11.193898464914426
"(10, 20]",14.48227294,-40.47469647,14.889857017366243,-19.72878865935555,10,behavior_056,430.39269088775825
"(20, 30]",24.69371562,-49.41198452,24.80575462733373,-18.81524801316166,9,behavior_056,936.1602848688938
"(30, 40]",35.72890237,-46.307643205,35.13217005329357,-16.927225107826082,9,behavior_056,863.2089675647445
"(40, 50]",45.949939150000006,-37.711282205,44.62709747387851,-16.08598066722433,9,behavior_056,467.6536665997229
"(50, 60]",52.560148515,-25.18428898,55.18936905834825,-13.868291141359824,11,behavior_056,128.05180708410916
"(60, 70]",62.07117996,-18.12660637,61.0954170794037,-16.777963867895608,3,behavior_056,1.818836598482399
"(-80, -70]",-71.25708173,-20.00285938,-71.0498319885632,-19.772798268546946,2,behavior_057,0.05292811500301452
"(-70, -60]",-65.61340604,-35.1199531,-65.2032742104729,-18.87518938179012,9,behavior_057,263.892348260468
"(-60, -50]",-58.0693621,-31.43578883,-54.844028618037584,-19.837126528206923,10,behavior_057,134.52896719103586
"(-50, -40]",-43.7844094,0.441897953,-44.98067607211014,-20.17360209081317,9,behavior_057,424.99884205646083
"(-40, -30]",-35.56805596,3.938167204,-35.150971041301666,-20.686994954220186,8,behavior_057,606.3986113186394
"(-30, -20]",-24.892482045,3.1913109405,-25.34840001316212,-21.49453255022848,9,behavior_057,609.3908688487417
"(-20, -10]",-14.861629965,-2.1931205695,-15.07691193525001,-22.194838902884655,10,behavior_057,400.06873628805585
"(-10, 0]",-4.2016837085,-11.19345858,-4.636387626015981,-22.29161242982711,9,behavior_057,123.16901887443234
"(0, 10]",4.649206505,-23.063146705,4.937530669447581,-21.050702486825433,10,behavior_057,4.04993173126425
"(10, 20]",14.48227294,-40.47469647,14.889857017366243,-19.72878865935555,10,behavior_057,430.39269088775825
"(20, 30]",24.69371562,-49.41198452,24.80575462733373,-18.81524801316166,9,behavior_057,936.1602848688938
"(30, 40]",35.72890237,-46.307643205,35.13217005329357,-16.927225107826082,9,behavior_057,863.2089675647445
