behavior,n_steps,total_distance_km,total_cost,mean_edge_distance_km,sum_w_cost,sum_c_cost,sum_d_cost,sum_f_cost,a_wind,b_crosswind,c_distance,d_food,status
behavior_158,161,19420.264569990773,5702.574585875649,120.62276130429052,6063.1321119044,4168.400198703742,8049.808308161966,3119.4433109096367,0.4,0.4,0.2,0.0,ok
behavior_074,133,16120.18492422425,5707.801895535577,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.2,0.0,0.5,0.3,ok
behavior_059,133,16141.667609171805,5711.500669803952,121.36592187347222,7290.3924918225475,4457.110991566537,6649.84164587293,3204.07300215264,0.1,0.3,0.5,0.1,ok
behavior_144,158,18789.789821888367,5717.34277862847,118.92272039169853,6104.6041115531025,4706.660082653654,7899.811880059569,2174.4578086199335,0.4,0.1,0.3,0.2,ok
behavior_205,185,22396.9211856537,5737.6221551935205,121.06443884137136,5248.15983849325,5694.661474750642,9249.77973298114,4987.806470360338,0.7,0.2,0.1,0.0,ok
behavior_010,133,16141.703900351724,5741.213246866755,121.36619473948664,7295.001633678866,4456.59896279331,6649.84164587293,3203.320992381849,0.0,0.1,0.7,0.2,ok
behavior_174,157,18839.003757216535,5742.605416553506,119.99365450456392,6062.01469622824,4416.13773784964,7849.813070692104,2584.0790673103097,0.5,0.2,0.2,0.1,ok
behavior_126,156,18781.969902606445,5751.290898063844,120.39724296542593,6130.40760624524,4313.444985655724,7799.814261324638,2781.90842096165,0.3,0.3,0.3,0.1,ok
behavior_094,134,16223.204172430176,5771.665408088624,121.06868785395653,7230.520247870413,4416.280923849275,6699.840455240395,3207.408992636017,0.2,0.3,0.4,0.1,ok
behavior_030,133,16142.06340023614,5772.499244752537,121.3688977461364,7294.333586155509,4456.4856430719365,6649.84164587293,3204.07300215264,0.0,0.4,0.6,0.0,ok
behavior_046,133,16138.996047355864,5805.01394378399,121.34583494252529,7281.65424208004,4462.793335758546,6649.84164587293,3203.320992381849,0.1,0.1,0.6,0.2,ok
behavior_066,133,16141.667609171805,5836.804468745341,121.36592187347222,7290.3924918225475,4457.110991566537,6649.84164587293,3204.07300215264,0.1,0.4,0.5,0.0,ok
behavior_164,157,18814.92457332104,5840.703102537114,119.84028390650344,5982.698167840611,4939.103808959837,7849.813070692104,2472.0504870458735,0.5,0.0,0.3,0.2,ok
behavior_017,133,16141.703900351724,5866.54104390791,121.36619473948664,7295.001633678866,4456.59896279331,6649.84164587293,3203.320992381849,0.0,0.2,0.7,0.1,ok
behavior_081,133,16138.996047355864,5868.195203404704,121.34583494252529,7281.65424208004,4462.793335758546,6649.84164587293,3203.320992381849,0.2,0.1,0.5,0.2,ok
behavior_178,160,19305.05262414602,5889.40407073127,120.65657890091263,6044.752677361342,4223.552774305649,7999.8094987945005,3058.8274636905094,0.5,0.3,0.2,0.0,ok
