behavior,n_steps,total_distance_km,total_cost,mean_edge_distance_km,sum_w_cost,sum_c_cost,sum_d_cost,sum_f_cost,a_wind,b_crosswind,c_distance,d_food,status
behavior_100,134,16225.516234361701,5892.206250874872,121.08594204747538,7239.926545136278,4410.71189937864,6699.840455240395,3207.408992636017,0.2,0.4,0.4,0.0,ok
behavior_131,156,18874.55977510013,5895.131409260182,120.9907677891034,6234.148941564606,4212.356120983505,7799.814261324638,3514.9561991417463,0.3,0.4,0.3,0.0,ok
behavior_114,158,18776.473952001856,5895.20704480279,118.83844273418896,6161.024448663595,4596.69736687463,7899.811880059569,2136.526107462096,0.3,0.1,0.4,0.2,ok
behavior_189,157,18817.160732378463,5896.964740622308,119.8545269578246,5975.949523919134,4911.137046398349,7849.813070692104,2503.187074925651,0.6,0.1,0.2,0.1,ok
behavior_199,179,21615.60133171226,5911.881164816939,120.75754933917463,5270.2041174444785,6134.07075410751,8949.786876776347,4327.809072505322,0.7,0.0,0.2,0.1,ok
behavior_150,157,18839.003757216535,5921.385253999892,119.99365450456392,6062.01469622824,4416.13773784964,7849.813070692104,2584.0790673103097,0.4,0.2,0.3,0.1,ok
behavior_053,133,16141.667609171805,5930.7737352345885,121.36592187347222,7290.3924918225475,4457.110991566537,6649.84164587293,3204.07300215264,0.1,0.2,0.6,0.1,ok
behavior_004,133,16120.897888455542,5948.769227449832,121.20975855981611,7223.944283136348,4895.761271488674,6649.84164587293,3144.4795537574323,0.0,0.0,0.8,0.2,ok
behavior_024,133,16142.06340023614,5991.834845032638,121.3688977461364,7294.333586155509,4456.4856430719365,6649.84164587293,3204.07300215264,0.0,0.3,0.7,0.0,ok
behavior_209,181,21844.95823900122,5993.947651208138,120.69037701105646,5229.98844013235,6154.899188713725,9049.784495511278,4632.350730206162,0.8,0.0,0.2,0.0,ok
behavior_088,133,16139.35554724028,5994.061365270504,121.34853794917504,7280.986194556683,4462.680016037172,6649.84164587293,3204.07300215264,0.2,0.2,0.5,0.1,ok
behavior_040,133,16120.18492422425,6003.553666098482,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.1,0.0,0.7,0.2,ok
behavior_138,158,18780.421606056374,6025.953574614161,118.86342788643275,6062.57711019274,4938.2545329486165,7899.811880059569,2204.989892566143,0.4,0.0,0.4,0.2,ok
behavior_121,134,16223.204172430176,6053.08934049074,121.06868785395653,7230.520247870413,4416.280923849275,6699.840455240395,3207.408992636017,0.3,0.2,0.4,0.1,ok
behavior_060,133,16141.667609171805,6056.077534175977,121.36592187347222,7290.3924918225475,4457.110991566537,6649.84164587293,3204.07300215264,0.1,0.3,0.6,0.0,ok
behavior_075,133,16120.18492422425,6058.338104747125,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.2,0.0,0.6,0.2,ok
behavior_193,160,19267.40557740215,6068.474206275441,120.42128485876344,6016.204373764666,4293.9484112887,7999.8094987945005,3085.48024509863,0.6,0.2,0.2,0.0,ok
behavior_203,179,21627.55158866254,6076.874116774698,120.82431055118737,5263.093010183947,6027.516342906639,8949.786876776347,4545.449846870716,0.7,0.1,0.2,0.0,ok
behavior_155,156,18765.00437869111,6080.147188026317,120.28848960699429,6092.579257416933,4343.904022207159,7799.814261324638,2837.435435547872,0.4,0.3,0.3,0.0,ok
behavior_170,157,18834.45389163046,6081.888361533821,119.96467446898382,6043.975841642551,4461.021433134306,7849.813070692104,2588.543761914765,0.5,0.1,0.3,0.1,ok
behavior_011,133,16141.703900351724,6085.8653122158685,121.36619473948664,7295.001633678866,4456.59896279331,6649.84164587293,3203.320992381849,0.0,0.1,0.8,0.1,ok
behavior_108,133,16120.18492422425,6113.122543395769,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.3,0.0,0.5,0.2,ok
behavior_095,133,16139.35554724028,6119.922066658957,121.34853794917504,7280.986194556683,4462.680016037172,6649.84164587293,3204.07300215264,0.2,0.3,0.5,0.0,ok
behavior_047,133,16139.35554724028,6149.663073385707,121.34853794917504,7280.986194556683,4462.680016037172,6649.84164587293,3204.07300215264,0.1,0.1,0.7,0.1,ok
behavior_127,134,16223.204172430176,6173.976533612068,121.06868785395653,7230.520247870413,4416.280923849275,6699.840455240395,3207.408992636017,0.3,0.3,0.4,0.0,ok
behavior_185,157,18814.75762657472,6188.112566794961,119.83922055143134,5969.101571391844,4964.406979103476,7849.813070692104,2517.0770275221785,0.6,0.0,0.3,0.1,ok
behavior_018,133,16142.06340023614,6211.170445312735,121.3688977461364,7294.333586155509,4456.4856430719365,6649.84164587293,3204.07300215264,0.0,0.2,0.8,0.0,ok
behavior_082,133,16139.35554724028,6212.77752825408,121.34853794917504,7280.986194556683,4462.680016037172,6649.84164587293,3204.07300215264,0.2,0.1,0.6,0.1,ok
behavior_175,156,18762.144294136287,6252.92362953356,120.27015573164287,6074.446101072142,4378.781503000478,7799.814261324638,2833.6646634615454,0.5,0.2,0.3,0.0,ok
behavior_145,156,18724.325779436782,6259.879925211004,120.02772935536399,6041.558811255233,4476.130429182786,7799.814261324638,2757.176532607691,0.4,0.1,0.4,0.1,ok
behavior_054,133,16141.667609171805,6275.350599606618,121.36592187347222,7290.3924918225475,4457.110991566537,6649.84164587293,3204.07300215264,0.1,0.2,0.7,0.0,ok
behavior_115,133,16135.159397741236,6275.400565223751,121.31698795294162,7262.285889643033,4508.9058617250475,6649.84164587293,3209.0338922186847,0.3,0.1,0.5,0.1,ok
behavior_005,133,16120.897888455542,6299.305436661396,121.20975855981611,7223.944283136348,4895.761271488674,6649.84164587293,3144.4795537574323,0.0,0.0,0.9,0.1,ok
behavior_089,133,16139.35554724028,6338.638229642535,121.34853794917504,7280.986194556683,4462.680016037172,6649.84164587293,3204.07300215264,0.2,0.2,0.6,0.0,ok
behavior_041,133,16120.18492422425,6354.089875310033,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.1,0.0,0.8,0.1,ok
behavior_200,178,21504.04777634308,6358.947780309117,120.80925717046674,5270.0162286949235,6123.760106714582,8899.788067408881,4510.8571248715525,0.7,0.0,0.3,0.0,ok
behavior_165,156,18706.183873190766,6372.90517549943,119.91143508455619,5971.802611180228,4955.094311249466,7799.814261324638,2670.7816537945146,0.5,0.0,0.4,0.1,ok
behavior_122,133,16139.35554724028,6401.752684510909,121.34853794917504,7280.986194556683,4462.680016037172,6649.84164587293,3204.07300215264,0.3,0.2,0.5,0.0,ok
behavior_151,152,18338.59406528019,6404.344222841076,120.64864516631705,6219.230174635386,4383.622717225034,7599.819023854776,3260.844170020185,0.4,0.2,0.4,0.0,ok
behavior_076,133,16120.18492422425,6408.874313958678,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.2,0.0,0.7,0.1,ok
behavior_190,156,18724.001237944416,6411.926250252298,120.02564896118216,6040.58250167831,4476.324708479195,7799.814261324638,2769.7137624630514,0.6,0.1,0.3,0.0,ok
behavior_012,133,16142.06340023614,6430.506045592839,121.3688977461364,7294.333586155509,4456.4856430719365,6649.84164587293,3204.07300215264,0.0,0.1,0.9,0.0,ok
behavior_109,133,16120.18492422425,6463.65875260732,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.3,0.0,0.6,0.1,ok
behavior_048,133,16139.35554724028,6494.239937757737,121.34853794917504,7280.986194556683,4462.680016037172,6649.84164587293,3204.07300215264,0.1,0.1,0.8,0.0,ok
behavior_139,133,16120.18492422425,6518.443191255964,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.4,0.0,0.5,0.1,ok
behavior_083,133,16139.35554724028,6557.354392626113,121.34853794917504,7280.986194556683,4462.680016037172,6649.84164587293,3204.07300215264,0.2,0.1,0.7,0.0,ok
behavior_171,152,18328.84052334857,6582.552449060222,120.58447712729321,6194.690046882161,4452.798160772234,7599.819023854776,3282.772240432011,0.5,0.1,0.4,0.0,ok
behavior_116,133,16135.506906954606,6619.45672058105,121.31960080416997,7261.628370852681,4510.632218014791,6649.84164587293,3210.575577612648,0.3,0.1,0.6,0.0,ok
behavior_006,133,16120.897888455542,6649.84164587293,121.20975855981611,7223.944283136348,4895.761271488674,6649.84164587293,3144.4795537574323,0.0,0.0,1.0,0.0,ok
behavior_146,133,16135.506906954606,6680.63539307902,121.31960080416997,7261.628370852681,4510.632218014791,6649.84164587293,3210.575577612648,0.4,0.1,0.5,0.0,ok
behavior_186,171,20654.537642707368,6686.8610042740265,120.78676984039396,5444.904072565618,5876.127730788004,8549.796401836622,4159.136033740924,0.6,0.0,0.4,0.0,ok
behavior_042,133,16120.18492422425,6704.626084521584,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.1,0.0,0.9,0.0,ok
behavior_077,133,16120.18492422425,6759.410523170225,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.2,0.0,0.8,0.0,ok
behavior_110,133,16120.18492422425,6814.194961818875,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.3,0.0,0.7,0.0,ok
behavior_166,152,18314.579265803037,6864.289857800991,120.49065306449366,6128.760691747189,4871.558399453915,7599.819023854776,3219.466107203139,0.5,0.0,0.5,0.0,ok
behavior_140,133,16120.18492422425,6868.979400467517,121.20439792649812,7197.686032359378,4926.437269724892,6649.84164587293,3144.4795537574323,0.4,0.0,0.6,0.0,ok
