source_h3,target_h3,source_lon,source_lat,target_lon,target_lat,edge_distance_km,edge_bearing_deg,source_u10,source_v10,source_speed,source_chlor_a,target_chlor_a,windsupport_raw,parallel_wind_cost_raw,crosswind_cost_raw,distance_cost_raw,food_cost_raw,w_cost,c_cost,d_cost,f_cost,legacy_constant_distance_reference
830001fffffffff,83000efffffffff,34.26932302338498,80.11677141025228,36.5589999989751,81.0988307976139,116.81641371915804,19.704160746531045,-0.2704201,-1.7256691,2.7201042,0.0,0.0,-1.7158002015047653,9.283212595789028,0.3272469124300888,0.0,2.7103483913337083,61.34177131943507,4.012323488868421,0.0,100.0,49.99880936746571
830001fffffffff,83002afffffffff,34.26932302338498,80.11677141025228,28.26751429885717,79.93319689402763,117.33437994257793,262.95068226341283,-0.2704201,-1.7256691,2.7201042,0.0,0.5507484,0.48015635492742126,7.087256039356841,1.6794376284940242,0.0,2.7103483913337083,46.8312919436659,20.591323520388034,0.0,100.0,49.99880936746571
830002fffffffff,830000fffffffff,43.75098847490955,79.24756210656105,38.02340700796989,79.24239850975904,118.80166260100398,272.53699823583,-0.77412635,-1.3794861,2.5942912,1.9681301,1.8725796,0.7123053184230841,6.855107075861179,1.4124003112445571,0.0,0.0,45.297294043278,17.317220512209637,0.0,0.0,49.99880936746571
830002fffffffff,830003fffffffff,43.75098847490955,79.24756210656105,40.49488067269076,80.19095721433925,123.1661273211095,329.96213456418855,-0.77412635,-1.3794861,2.5942912,1.9681301,1.4305017,-0.8067077602052714,8.374120154489534,1.3606895661693474,1.291695323503319,0.0,55.33465470253067,16.683203110635297,13.875886455397817,0.0,49.99880936746571
830002fffffffff,830006fffffffff,43.75098847490955,79.24756210656105,41.20060633382336,78.33211415004435,115.74090418181648,209.69553334945712,-0.77412635,-1.3794861,2.5942912,1.9681301,1.8250461,1.5818135672141256,5.985598827070137,0.010924487853247178,0.0,0.0,39.55174253216676,0.13394344622519716,0.0,0.0,49.99880936746571
830002fffffffff,830011fffffffff,43.75098847490955,79.24756210656105,49.48433311828839,79.14678868406263,119.96525218481467,92.53699823582906,-0.77412635,-1.3794861,2.5942912,1.9681301,1.0324636,-0.7123053184231073,8.27971771270737,1.4124003112445451,0.0,0.0,54.71086062951498,17.31722051220949,0.0,0.0,49.99880936746571
830002fffffffff,830015fffffffff,43.75098847490955,79.24756210656105,46.4729694675059,78.27865044836899,122.79731395377088,149.9621345641886,-0.77412635,-1.3794861,2.5942912,1.9681301,0.6857187,0.8067077602052727,6.760704634078991,1.3606895661693468,0.9228819561647015,0.0,44.67349997026216,16.68320311063529,9.913951844886368,0.0,49.99880936746571
830002fffffffff,83001cfffffffff,43.75098847490955,79.24756210656105,46.80505562258983,80.14965164562977,117.22557290655814,29.695533349456525,-0.77412635,-1.3794861,2.5942912,1.9681301,0.0,-1.5818135672141256,9.149225961498388,0.010924487853230858,0.0,0.0,60.456412140626064,0.13394344622499707,0.0,0.0,49.99880936746571
830003fffffffff,830000fffffffff,40.49488067269076,80.19095721433925,38.02340700796989,79.24239850975904,116.30280970113368,206.16383773205027,-0.6611602,-1.673046,2.748059,1.4305017,1.8725796,1.7931520541676802,5.774260340116583,0.1442963575918309,0.0,0.0,38.15525645539838,1.7691951946148519,0.0,0.0,49.99880936746571
830003fffffffff,830001fffffffff,40.49488067269076,80.19095721433925,34.26932302338498,80.11677141025228,118.60685790574048,269.0847183624702,-0.6611602,-1.673046,2.748059,1.4305017,0.0,0.6878010756344208,6.879611318649842,1.662271159749869,0.0,0.0,45.4592135988185,20.380848117422044,0.0,0.0,49.99880936746571
