rows,missing_source_u10,missing_source_v10,missing_source_speed,missing_source_chlor_a,missing_target_chlor_a,source_speed_min,source_speed_max,source_chlor_a_min,source_chlor_a_max
221150,66638,66638,66638,66638,66638,0.37214124,14.472017,0.0,16.155304
