behavior,step_index,source_h3,target_h3,source_lon,source_lat,target_lon,target_lat,edge_distance_km,w_cost,c_cost,d_cost,f_cost,total_edge_cost
behavior_001,1,83e748fffffffff,83e74bfffffffff,5.349260264866236,-70.62195055402822,3.809948756901409,-69.59526432324225,128.14915616372727,17.538665150826727,66.38052553782809,49.99880936746571,100.0,74.99940468373285
behavior_001,2,83e74bfffffffff,83ee96fffffffff,3.809948756901409,-69.59526432324225,0.5591717389117765,-69.4701461004953,127.14434205233636,12.046508974898238,15.663989987672702,49.99880936746571,0.0,24.999404683732855
behavior_001,3,83ee96fffffffff,83ee90fffffffff,0.5591717389117765,-69.4701461004953,-2.661858451472243,-69.28411648178177,127.8195057576454,16.622774030786644,10.18600073296929,49.99880936746571,0.0,24.999404683732855
behavior_001,4,83ee90fffffffff,83ee91fffffffff,-2.661858451472243,-69.28411648178177,-5.833590024837132,-69.03805361076263,128.39642328978942,25.155324784289707,6.922917505244453,49.99880936746571,0.0,24.999404683732855
behavior_001,5,83ee91fffffffff,83ee9cfffffffff,-5.833590024837132,-69.03805361076263,-8.938259455240056,-68.73349608210975,128.87233417688276,29.828682974856232,7.296381576179025,49.99880936746571,0.0,24.999404683732855
behavior_001,6,83ee9cfffffffff,83ee9dfffffffff,-8.938259455240056,-68.73349608210975,-11.9604046650967,-68.37257033653596,129.244932915355,41.06513717144146,11.39124012714954,49.99880936746571,0.0,24.999404683732855
behavior_001,7,83ee9dfffffffff,83ee8afffffffff,-11.9604046650967,-68.37257033653596,-14.887193687977325,-67.95790004181586,129.51239652067557,44.16193131963066,11.11755909094586,49.99880936746571,9.17324593871954,29.586027653092625
behavior_001,8,83ee8afffffffff,83dd24fffffffff,-14.887193687977325,-67.95790004181586,-15.310813478990498,-66.81503747416869,128.36416024138742,42.40595597415973,11.396091716026566,49.99880936746571,0.0,24.999404683732855
behavior_001,9,83dd24fffffffff,83dd25fffffffff,-15.310813478990498,-66.81503747416869,-17.98736073972676,-66.34457835443901,129.3322982902533,54.72910366686315,21.388605695721232,49.99880936746571,2.5661301230525524,26.28246974525913
behavior_001,10,83dd25fffffffff,83dd21fffffffff,-17.98736073972676,-66.34457835443901,-18.240260781531312,-65.2032742104729,127.43066089693204,41.992972353576654,21.557845261673823,49.99880936746571,0.0,24.999404683732855
behavior_001,11,83dd21fffffffff,83dd2efffffffff,-18.240260781531312,-65.2032742104729,-18.470704735914087,-64.06949981822123,126.54684635965472,41.87568043095387,27.640282096565738,49.99880936746571,12.41889337497978,31.208851371222746
behavior_001,12,83dd2efffffffff,83dd2afffffffff,-18.470704735914087,-64.06949981822123,-18.68154985862389,-62.944114199952246,125.57344815064988,42.174217734220456,33.098835462880864,49.99880936746571,19.72616310755366,34.862486237509685
behavior_001,13,83dd2afffffffff,83dd0cfffffffff,-18.68154985862389,-62.944114199952246,-18.87518938179012,-61.827928171557325,124.51486005748774,43.64022708995324,42.86838396326323,49.99880936746571,13.498143905387735,31.748476636426723
behavior_001,14,83dd0cfffffffff,83dd08fffffffff,-18.87518938179012,-61.827928171557325,-19.053642857264425,-60.72170364076712,123.37574266674692,43.69467606095039,46.16640962557334,49.99880936746571,8.885060431038006,29.44193489925186
behavior_001,15,83dd08fffffffff,83dd0bfffffffff,-19.053642857264425,-60.72170364076712,-19.21862622144196,-59.62615295227143,122.16097563069243,44.03127967887264,50.23075170054653,49.99880936746571,2.050414415713622,26.024611891589668
behavior_001,16,83dd0bfffffffff,83dc25fffffffff,-19.21862622144196,-59.62615295227143,-19.37160669146149,-58.54193837741994,120.87560982766156,45.2444787455258,54.47248282508696,49.99880936746571,0.0,24.999404683732855
behavior_001,17,83dc25fffffffff,83dc21fffffffff,-19.37160669146149,-58.54193837741994,-19.513846184600336,-57.46967181220651,119.5248201969048,46.24533199089365,59.612592530242544,49.99880936746571,0.0,24.999404683732855
behavior_001,18,83dc21fffffffff,83dc2efffffffff,-19.513846184600336,-57.46967181220651,-19.64643596181365,-56.40991472206538,118.11385995702462,47.63681145301111,63.79636177077913,49.99880936746571,0.0,24.999404683732855
behavior_001,19,83dc2efffffffff,83dc2afffffffff,-19.64643596181365,-56.40991472206538,-19.770324494555005,-55.36317835309784,116.64801683271492,48.79061408738706,67.86595150940946,49.99880936746571,0.0,24.999404683732855
behavior_001,20,83dc2afffffffff,83dc0cfffffffff,-19.770324494555005,-55.36317835309784,-19.903928561858844,-54.32487888297734,115.77019791672043,49.946977456569726,71.60871231596487,49.99880936746571,0.0,24.999404683732855
behavior_001,21,83dc0cfffffffff,83dc08fffffffff,-19.903928561858844,-54.32487888297734,-20.05750533063191,-53.27406260726403,117.28000920646248,51.17676897238867,73.75029868327151,49.99880936746571,0.8655752458046297,25.43219230663517
behavior_001,22,83dc08fffffffff,83dc0bfffffffff,-20.05750533063191,-53.27406260726403,-20.20538873610301,-52.21070236699036,118.65869449983448,52.02607120390471,75.58124915067135,49.99880936746571,1.5508274085952944,25.774818388030504
behavior_001,23,83dc0bfffffffff,83dce5fffffffff,-20.20538873610301,-52.21070236699036,-20.347887745961184,-51.13533918534398,119.97810001118802,52.98500890583964,76.55209194877226,49.99880936746571,0.0,24.999404683732855
behavior_001,24,83dce5fffffffff,83dce1fffffffff,-20.347887745961184,-51.13533918534398,-20.48528949855736,-50.04855907231036,121.23316097379823,53.83535439924865,77.59859104070733,49.99880936746571,0.074978858368892,25.036894112917302
behavior_001,25,83dce1fffffffff,83dceefffffffff,-20.48528949855736,-50.04855907231036,-20.61786118624323,-48.9509923523721,122.41889280240972,54.80437727780086,77.39621934592472,49.99880936746571,9.692873945358844,29.845841656412276
behavior_001,26,83dceefffffffff,83dceafffffffff,-20.61786118624323,-48.9509923523721,-20.74585174815237,-47.84331259493632,123.530434714466,54.671541097205136,76.15881084437504,49.99880936746571,1.651399496393654,25.82510443192968
behavior_001,27,83dceafffffffff,83dcccfffffffff,-20.74585174815237,-47.84331259493632,-20.86949339441532,-46.72623513701363,124.56309458078871,54.32744956614056,76.13206072866234,49.99880936746571,0.0,24.999404683732855
behavior_001,28,83dcccfffffffff,83dcc8fffffffff,-20.86949339441532,-46.72623513701363,-20.98900298096314,-45.600515193613134,125.51239433666196,53.46802885888612,74.35774773252535,49.99880936746571,3.137701210633618,26.568255289049663
behavior_001,29,83dcc8fffffffff,83dccafffffffff,-20.98900298096314,-45.600515193613134,-19.65257438009391,-44.98067607211014,125.21709544939424,17.34457062744821,39.692328074727726,49.99880936746571,0.0,24.999404683732855
behavior_001,30,83dccafffffffff,83c09bfffffffff,-19.65257438009391,-44.98067607211014,-19.789197074769657,-43.841886305321175,127.09191862673418,54.288012002073685,70.86668998015928,49.99880936746571,0.0,24.999404683732855
behavior_001,31,83c09bfffffffff,83c098fffffffff,-19.789197074769657,-43.841886305321175,-19.92144078459825,-42.6964088227658,127.82065363307464,54.66319540662684,67.5932052247943,49.99880936746571,0.0,24.999404683732855
behavior_001,32,83c098fffffffff,83c09cfffffffff,-19.92144078459825,-42.6964088227658,-20.04951137578924,-41.54512608177639,128.4519670888688,55.17644835656805,64.34003402321534,49.99880936746571,0.0,24.999404683732855
behavior_001,33,83c09cfffffffff,83c082fffffffff,-20.04951137578924,-41.54512608177639,-20.17360209081317,-40.38894726039493,128.98284442300786,55.66896934934218,60.87433865597031,49.99880936746571,0.0,24.999404683732855
behavior_001,34,83c082fffffffff,83c086fffffffff,-20.17360209081317,-40.38894726039493,-20.29389449530727,-39.22880428745299,129.4107157749916,55.911142499652165,58.17144408056322,49.99880936746571,0.0,24.999404683732855
behavior_001,35,83c086fffffffff,83c0b1fffffffff,-20.29389449530727,-39.22880428745299,-20.41055934154813,-38.06564759483748,129.73348659543603,55.93881558414554,53.89104334038736,49.99880936746571,1.8443267743507208,25.921568070908215
behavior_001,36,83c0b1fffffffff,83c0b5fffffffff,-20.41055934154813,-38.06564759483748,-20.52375735688908,-36.90044163940498,129.9495629985586,56.09842382135674,49.93628055794273,49.99880936746571,15.415634142533875,32.70722175499979
behavior_001,37,83c0b5fffffffff,83c19bfffffffff,-20.52375735688908,-36.90044163940498,-20.633639964613486,-35.73416024706763,130.05787130058977,55.903651107936135,41.54779874914969,49.99880936746571,41.54827684292386,45.77354310519479
